id,name,description,xrefs,parents
0005070,anterior neuropore,The neuropore at the anterior (rostral) end of the neural tube.,EHDAA2:0004203|EMAPA:16523|RETIRED_EHDAA2:0001768|VHOG:0000768,BSPO:0000123 some UBERON:0001049|UBERON:0005077
0005071,posterior neuropore,The neuropore at the posterior (caudal) end of the neural tube.,EHDAA2:0000676|EHDAA:900|EMAPA:16526|RETIRED_EHDAA2:0000223|VHOG:0000769,BSPO:0000122 some UBERON:0001049|UBERON:0005077
0005075,forebrain-midbrain boundary,An anatomical boundary that adjacent_to a forebrain and adjacent_to a midbrain.,EMAPA:36449|TAO:0001367|ZFA:0001367,BFO:0000050 some UBERON:0000955|RO:0002202 some UBERON:0007288|RO:0002220 some UBERON:0001890|RO:0002220 some UBERON:0001891|UBERON:0004121|UBERON:0007651
0005078,lamina terminalis of neural tube,"The anterior-most (rostral) portion of the wall of the neural tube, formed by closure of the anterior neuropore; the median strip of the anterior wall of the prosencephalon, which persists in a relatively unchanged state as the cerebral hemispheres grow out forward beyond the original anterior end of the prosencephalon.",BAMS:LTer|BM:LT|EHDAA2:0000903|EHDAA:1983|EHDAA:2661|EMAPA:16904|VHOG:0001547|neuronames:208,BFO:0000050 some UBERON:0006222|RO:0002202 some UBERON:0005070|RO:0002353 some GO:0021506|UBERON:0005291|UBERON:0010371
0005079,eggshell,"A product of the somatic follicle cell epithelium and a structure that supports the egg in a hostile environment, minimizing water loss whilst allowing gas exchanges essential for embryonic respiration[GO].",BTO:0001716|MESH:D004528|WBbt:0005843,BFO:0000050 some UBERON:0007379|CARO:0000000|RO:0002007 some UBERON:0007379|RO:0002162 some (not (NCBITaxon:32525))|UBERON:0000476
0005082,tube lumen,A hole in a tube[GO].,AEO:0000078|EHDAA2:0004618|RETIRED_EHDAA2:0003078,RO:0002219 some UBERON:0000025|UBERON:0000464
0005085,ectodermal placode,An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm[GO].,AEO:0000218,BFO:0000050 some UBERON:0000924|CARO:0000000|UBERON:0001048|UBERON:0002050
0005086,hair follicle placode,"A bud-like thickening in the epidermis consisting of elongated keratinocytes, which at the distal end are in touch with numerous aggregated specialized dermal fibroblasts, the dermal condensate.",EMAPA:36479,RO:0002202 some UBERON:0001003|RO:0002202 some UBERON:0011272|RO:0002387 some UBERON:0002073|UBERON:0011817
0005087,tooth placode,An tooth placode is a thickening of the ectoderm that will give rise to the tooth bud[GO].,BTO:0001511|TAO:0001153|ZFA:0001153,RO:0002254 some UBERON:0004362|RO:0002387 some UBERON:0001091|UBERON:0006598|UBERON:0011814
0005090,muscle structure,"Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms[GO].",EMAPA:32715|FMA:30316,BFO:0000051 some CL:0000187|CARO:0000000|RO:0002160 some NCBITaxon:6072|UBERON:0000061
0005093,embryonic cement gland,"A simple mucus-secreting structure that is positioned at the front of the embryo, attaches the newly hatched embryo to a support before the hatchling can swim well or feed, and marks the anterior-most dorsal ectoderm[XAO].",AAO:0010373|XAO:0000033,BFO:0000050 some UBERON:0000922|RO:0002160 some NCBITaxon:7742|UBERON:0002530
0005094,beak,"The avian beak is an external anatomical structure, in the head region, that is adapted for feeding self and young, catching prey, probing, etc. It encompasses, but is not restricted to, the maxilla, mandible, maxillary ramaphotheca, mandibular ramaphotheca, nostril, nasal fossa, nasal bones, egg tooth and rictus[GO]. The beak, bill or rostrum is an external anatomical structure of birds which is used for eating and for grooming, manipulating objects, killing prey, probing for food, courtship and feeding young.",MESH:D001502,BFO:0000050 some UBERON:0000033|RO:0002160 some NCBITaxon:8782|UBERON:0003102
0005096,descending thin limb,The descending thin limb is a part of the loop of Henle situated just after the proximal straight tubule (S3). It extends to the tip of the loop of Henle[GO].,EMAPA:35514|FMA:17719|MA:0002625,BFO:0000050 some UBERON:0001288|BFO:0000050 some UBERON:0001289|BFO:0000050 some UBERON:0004136|CARO:0000000|UBERON:0000064
0005097,renal connecting tubule,The connecting tubule is a tubular segment of the nephron; it connects the distal convoluted tubule to the collecting duct[GO].,BTO:0004539|EMAPA:27758|EMAPA:27790|EMAPA:28011|MA:0002610,RO:0002202 some UBERON:0003220|UBERON:0007685|UBERON:0012275
0005101,early distal convoluted tubule,The early distal convoluted tubule contains DCT cells and is vasopressin-insensitive[GO].,EMAPA:28393,BFO:0000050 some UBERON:0001292|UBERON:0004211|UBERON:0012275
0005102,late distal convoluted tubule,The late distal convoluted tubule contains DCT cells and intercalated (IC) alpha and beta cells and is vasopressin-sensitive[GO].,EMAPA:28393,BFO:0000050 some UBERON:0001292|UBERON:0004211|UBERON:0012275
0005106,metanephric tubule,A metanephric tubule is an epithelial tube that is part of the metanephros[GO].,VHOG:0001526,BFO:0000050 some UBERON:0000081|UBERON:0003914|UBERON:0005108|UBERON:0006555
0005107,metanephric cap,The metanephric cap is formed by the condensation of metanephric mesenchymal cells surrounding the ureteric bud tip[GO]. Mesenchyme closely apposed to the tips of the buds is called cap mesenchyme; it will later go on to form nephrons etc[GUDMAP].,EMAPA:27621|MA:0002997,BFO:0000050 some UBERON:0000922|BFO:0000050 some UBERON:0003220|CARO:0000000|RO:0002221 some UBERON:0000084|UBERON:0002050
0005110,metanephric nephron,A metanephric nephron is the functional unit of the metanephros[GO].,VHOG:0000719,BFO:0000050 some UBERON:0000081|RO:0002202 some UBERON:0003220|RO:0002202 some UBERON:0003220|RO:0002202 some UBERON:0010535|RO:0002495 some UBERON:0010535|UBERON:0001285|UBERON:0004120
0005117,metanephric distal convoluted tubule,The metanephric distal convoluted tubule is a portion of the metanephric nephron tubule that connects the metanephric loop of Henle to the collecting duct[GO].,VHOG:0001569,BFO:0000050 some UBERON:0000081|BFO:0000050 some UBERON:0005110|BFO:0000050 some UBERON:0010533|UBERON:0001292|UBERON:0005146
0005124,metanephric proximal convoluted tubule,The metanephric proximal convoluted tubule is the most proximal portion of the metanephric proximal tubule and extends from the metanephric glomerular capsule to the metanephric proximal straight tubule[GO].,VHOG:0001570,BFO:0000050 some UBERON:0000081|BFO:0000050 some UBERON:0005110|BFO:0000050 some UBERON:0010533|UBERON:0001287|UBERON:0005146
0005147,metanephric renal vesicle,"The renal vesicle is the primordial structure of the metanephric nephron epithelium, and is formed by the condensation of mesenchymal cells[GO].",EHDAA2:0001245|EHDAA:9346|EMAPA:27678,BFO:0000050 some UBERON:0000081|RO:0002202 some UBERON:0005113|RO:0002387 some UBERON:0005134|UBERON:0004209|UBERON:0005108
0005153,epithelial bud,A bud is a protrusion that forms from an epithelial sheet by localized folding.,BTO:0001639,UBERON:0005157
0005154,epithelial cord,A cord of epithelial cells without a lumen and usually several cells thick.,AEO:0000216|EHDAA2:0004052,UBERON:0000486
0005155,open tracheal system,"An open tracheal system is a respiratory system, a branched network of epithelial tubes that supplies oxygen to target tissues via spiracles. An example of this is found in Drosophila melanogaster.",BTO:0003870|FBbt:00005024|SPD:0000427|TADS:0000043,RO:0002160 some NCBITaxon:6656|RO:0002215 some GO:0007585|UBERON:0001004
0005159,pyramid of medulla oblongata,"The anterior or ventral portion of the medulla oblongata is named the pyramid and lies between the anterior median fissure and the antero-lateral sulcus. Its upper end is slightly constricted, and between it and the pons the fibers of the abducent nerve emerge; a little below the pons it becomes enlarged and prominent, and finally tapers into the anterior funiculus of the medulla spinalis, with which, at first sight, it appears to be directly continuous[WP].",BAMS:pym|BM:Me-Py|DHBA:12535|FMA:75254|neuronames:705,BFO:0000050 some UBERON:0001896|UBERON:0002616|UBERON:0010314
0005162,multi cell part structure,A structure consisting of multiple cell components but which is not itself a cell and does not have (complete) cells as a part.,AAO:0011000|CARO:0001000|FBbt:00007060|FMA:83115,RO:0002473 some GO:0005575|UBERON:0000061
0005164,ascending limb of loop of Henle,The distal part of the loop of Henle that is impermeable to water and actively pumps sodium out of the filtrate to generate the hypertonic interstitium that drives countercurrent exchange; it consists of an initial very thin segment lined by simple squamous epithelium followed by a distal thick segment lined by simple cuboidal epithelium[MP].,EMAPA:35510|FMA:17717|MA:0001676|NCIT:C32154|UMLS:C0227658,BFO:0000050 some UBERON:0001288|RO:0002433 some UBERON:0001288|UBERON:0004135
0005167,papillary duct,"The terminal portions of the medullary collecting ducts are the papillary ducts, which end at the renal papilla and empty into a minor calyx.",BTO:0004540|EMAPA:35655|MA:0001646,UBERON:0001232
0005168,renal interlobular vein,"Any of the veins that parallel the interlobular arteries, receiving blood from the peritubular capillary plexus and empty into the arcuate veins.",EMAPA:28218|FMA:71634|MA:0002594,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0001225|RO:0002170 some UBERON:0004719|UBERON:0013126|UBERON:0014401
0005169,interstitial tissue,Connective tissue between the cellular elements of a structure.,FMA:86301,UBERON:0003891
0005170,granulosa cell layer,A layer of the ovarian follicle that consists of granulosa cells.,EFO:0003628|EMAPA:35633|FMA:18660|MA:0001460|TAO:0001112|ZFA:0001112,BFO:0000050 some UBERON:0001305|RO:0002473 some CL:0000501|UBERON:0000119|UBERON:0004911|UBERON:0012275
0005171,hepatic duct,"Any portion of the ducts that carry bile from the liver to the common bile duct. This may include both intrahapetic components (parts of left and right hepatic ducts) and extrahapetic components (common hepatic duct, plus hilar portion).",EHDAA2:0000741|EHDAA:3049|EMAPA:16843|FMA:71891|MA:0000357|NCIT:C32730|UMLS:C0917710|VHOG:0000219|galen:HepaticDuct,BFO:0000050 some UBERON:0001173|RO:0002176 some UBERON:0001174|RO:0002176 some UBERON:0002107|UBERON:0002394
0005172,abdomen element,"An organ or element that is in the abdomen. Examples: spleen, intestine, kidney, abdominal mammary gland.",MA:0000522,BFO:0000050 some UBERON:0000916|UBERON:0005173
0005173,abdominal segment element,An organ or element that is part of the adbominal segment of the organism. This region can be further subdivided into the abdominal cavity and the pelvic region.,EMAPA:37062|MA:0000529,BFO:0000050 some UBERON:0002417|UBERON:0005177
0005174,dorsal region element,"An organ or element that part of the dorsum of the organism. Examples: spinal cord, vertebrae, muscles of back.",EMAPA:37274|MA:0001901,BFO:0000050 some UBERON:0001137|UBERON:0000062
0005175,chest organ,An organ that is part of a chest [Automatically generated definition].,EMAPA:37272|MA:0000552,BFO:0000050 some UBERON:0001443|UBERON:0005181
0005176,tooth enamel organ,A circumscribed mass of ectodermal cells which bud off from the dental lamina; it becomes cup-shaped and develops on its internal face the ameloblast layer of cells that produces the enamel cap of a developing tooth.,BTO:0001722|CALOHA:TS-0271|EMAPA:32888|FMA:312389|MA:0001604|MESH:D004658|TAO:0005138|ZFA:0005138,BFO:0000050 some UBERON:0008281|RO:0002162 some (not (NCBITaxon:8782))|RO:0002202 some UBERON:0000924|UBERON:0004121|UBERON:0010314|UBERON:0034922
0005177,trunk region element,An organ or element that part of the trunk region. The trunk region can be further subdividied into thoracic (including chest and thoracic cavity) and abdominal (including abdomen and pelbis) regions.,EMAPA:37270|MA:0000516,BFO:0000050 some UBERON:0002100|UBERON:0000062
0005178,thoracic cavity element,"An organ or element that is in the thoracic cavity. Examples: lung, heart, longus colli.",EMAPA:37273|MA:0000557,BFO:0000050 some UBERON:0000915|RO:0001025 some UBERON:0002224|UBERON:0002075|UBERON:0005181
0005179,pelvic region element,"An organ or element that is part of the pelvic region. Examples: reproductive organs (in some organisms), urinary bladder, bones of the pelvis.",EMAPA:37275|MA:0000543,BFO:0000050 some UBERON:0002355|UBERON:0005173
0005181,thoracic segment organ,An organ that part of the thoracic segment region. This region can be further subdividied chest and thoracic cavity regions.,EMAPA:37271|MA:0000563,BFO:0000050 some UBERON:0000915|UBERON:0005177
0005184,hair medulla,Innermost layer of the hair shaft.,BTO:0004671|EMAPA:35389|MA:0000158,BFO:0000050 some UBERON:0001037|UBERON:0000958|UBERON:0004121|UBERON:0010314
0005185,renal medulla collecting duct,The portion of the collecting duct that resides in the renal medulla.,BTO:0004536|EMAPA:28061|EMAPA:35459|MA:0002935,BFO:0000050 some UBERON:0000362|BFO:0000050 some UBERON:0001232|CARO:0000000|UBERON:0013522
0005192,deferent duct artery,"An artery in males that provides blood to the vas deferens. The artery usually arises from the anterior trunk of the superior vesical artery. It accompanies the vas deferens into the testis, where it anastomoses with the testicular artery. In this way it also supplies blood to the testis and epididymis. A small branch supplies the ureter[WP].",EMAPA:37513|FMA:18930|MA:0001940,BFO:0000050 some UBERON:0001310|BFO:0000050 some UBERON:0001312|BFO:0000050 some UBERON:0005352|RO:0002178 some UBERON:0001000|RO:0002380 some UBERON:0001310|RO:0002380 some UBERON:0001312|UBERON:0004573|UBERON:0005156
0005193,ethmoidal artery,One of: anterior or posterior ethmoidal arteries.,EMAPA:37081|MA:0001949|NCIT:C52855|UMLS:C0226184,BFO:0000050 some UBERON:0000033|BFO:0000050 some UBERON:0001619|RO:0002380 some UBERON:0001619|UBERON:0001637|UBERON:0003496|UBERON:0004573|UBERON:0010314
0005194,thoracic vein,A vein that is part of a thorax [Automatically generated definition].,EMAPA:37197|MA:0002235|NCIT:C53142|UMLS:C0226629,BFO:0000050 some UBERON:0000915|UBERON:0001638|UBERON:0003834
0005195,deferent duct vein,A vein that is part of a vas deferens [Automatically generated definition].,EMAPA:37514|MA:0002100,BFO:0000050 some UBERON:0001000|UBERON:0001638|UBERON:0005156
0005196,spleen germinal center,A germinal center that is part of the spleen. The spleen germinal center is located in a secondary B follicle in the white pulp of the spleen.,EMAPA:35803|MA:0000764|NCIT:C49760|UMLS:C1710156,BFO:0000050 some UBERON:0002106|BFO:0000050 some UBERON:0004042|RO:0002433 some UBERON:0004042|UBERON:0004120|UBERON:0010754
0005199,cervical mammary gland,A mammary gland that is part of a cervical region.,MA:0000789,BFO:0000050 some UBERON:0005434|UBERON:0001911
0005200,thoracic mammary gland,A lactiferous gland that is located in the thoracic region/breast.,EHDAA2:0001056|EHDAA:6524|EMAPA:36633|FMA:62088|MA:0000797,BFO:0000050 some UBERON:0000310|BFO:0000050 some UBERON:0000915|UBERON:0001911|UBERON:0005175
0005202,distal straight tubule macula densa,A macula densa that is part of an ascending limb of loop of Henle [Automatically generated definition].,EMAPA:28399|MA:0002604,BFO:0000050 some UBERON:0001291|BFO:0000050 some UBERON:0006853|UBERON:0002335
0005203,trachea gland,A tubuloacinar seromucous gland that is located principally in the submucosa of the trachea. Excretory ducts from this gland pass through the lamina propria to the tracheal lumen.,EMAPA:36574|FMA:7473|MA:0002937,BFO:0000050 some UBERON:0002202|BFO:0000051 some CL:0000159|UBERON:8410077
0005204,larynx submucosa gland,A gland that is part of a larynx submucosa [Automatically generated definition].,EMAPA:35475|MA:0002729,BFO:0000050 some UBERON:0004778|UBERON:0004119|UBERON:0036225
0005206,choroid plexus stroma,Stromal matrix surrounding blood vessels within the choroid plexus.,EMAPA:36609|MA:0000825,BFO:0000050 some UBERON:0001886|BFO:0000051 some CL:0000235|BFO:0000051 some CL:0000451|UBERON:0003891|UBERON:0004121
0005207,tonsil capsule,A capsule that is part of a tonsil [Automatically generated definition].,FMA:294647|MA:0000776,BFO:0000050 some UBERON:0002372|CARO:0000000|UBERON:0003893
0005208,right atrium valve,A valve that is part of a right atrium [Automatically generated definition].,EHDAA2:0000302|EMAPA:17327|MA:0001871,BFO:0000050 some UBERON:0002078|UBERON:0003978|UBERON:0004120
0005211,renal medulla interstitium,Tissue surrounding the loop of Henle in the renal medulla.,EMAPA:18326|MA:0002619,BFO:0000050 some UBERON:0000362|BFO:0000050 some UBERON:0005215|RO:0002216 some GO:0070295|UBERON:0005215
0005212,Leydig cell region of testis,The male gonad containing two functional parts: the SEMINIFEROUS TUBULES for the production and transport of male germ cells (SPERMATOGENESIS) and the interstitial compartment containing LEYDIG CELLS that produce ANDROGENS..,EMAPA:18687|MA:0002713,BFO:0000050 some NCBITaxon:7742|BFO:0000050 some UBERON:0000473|CARO:0000000|RO:0002433 some UBERON:0000473|RO:0002473 some CL:0000178|UBERON:0005156|UBERON:0005169
0005213,outer renal medulla interstitium,A portion of interstitial tissue that is part of a outer medulla of kidney [Automatically generated definition].,EMAPA:28337|MA:0002621,BFO:0000050 some UBERON:0001293|BFO:0000050 some UBERON:0005211|UBERON:0005211
0005214,inner renal medulla interstitium,A portion of interstitial tissue that is part of a inner medulla of kidney [Automatically generated definition].,EMAPA:28364|MA:0002620,BFO:0000050 some UBERON:0001294|BFO:0000050 some UBERON:0005211|UBERON:0005211
0005215,kidney interstitium,"The interstitial compartment of the kidney, comprising the extravascular intertubular spaces of the renal parenchyma, with their attendant cellular elements and extracellular substances, bounded on all sides by epithelial and vascular basement membranes.",EMAPA:28518|FMA:70983|MA:0002616|NCIT:C33459,BFO:0000050 some UBERON:0002113|CARO:0000000|RO:0002433 some UBERON:0002113|RO:0002473 some CL:1000692|UBERON:0003891|UBERON:0005169
0005216,optic eminence surface ectoderm,An external ectoderm that is part of a optic eminence [Automatically generated definition].,EMAPA:16539|RETIRED_EHDAA2:0001311|VHOG:0000520,BFO:0000050 some UBERON:0004348|BFO:0000050 some UBERON:0005234|UBERON:0000076
0005217,midbrain subarachnoid space,A subarachnoid space that is part of a midbrain [Automatically generated definition].,EMAPA:19055|VHOG:0001304,BFO:0000050 some UBERON:0001891|UBERON:0039175
0005218,diencephalon subarachnoid space,A subarachnoid space that is part of a diencephalon [Automatically generated definition].,EMAPA:19053|VHOG:0001302,BFO:0000050 some UBERON:0001894|UBERON:0039175
0005219,hindbrain subarachnoid space,A subarachnoid space that is part of a hindbrain [Automatically generated definition].,EMAPA:18211|VHOG:0001303,BFO:0000050 some UBERON:0002028|UBERON:0039175
0005220,pancreas head parenchyma,A parenchyma that is part of a head of pancreas [Automatically generated definition].,EMAPA:17508|VHOG:0000838,BFO:0000050 some UBERON:0001069|UBERON:0001978|UBERON:0004119
0005221,liver right lobe parenchyma,A parenchyma that is part of a right lobe of liver [Automatically generated definition].,EHDAA2:0001010|EMAPA:18317|FMA:71657|VHOG:0000840,BFO:0000050 some UBERON:0001114|UBERON:0001280
0005222,liver left lobe parenchyma,A parenchyma that is part of a left lobe of liver [Automatically generated definition].,EHDAA2:0001002|EMAPA:18310|FMA:71658|VHOG:0000839,BFO:0000050 some UBERON:0001115|UBERON:0001280
0005223,pancreas body parenchyma,A parenchyma that is part of a body of pancreas [Automatically generated definition].,EHDAA2:0001370|EMAPA:17506|VHOG:0000837,BFO:0000050 some UBERON:0001150|UBERON:0001978
0005224,pancreas tail parenchyma,A parenchyma that is part of a tail of pancreas [Automatically generated definition].,EHDAA2:0001392|EMAPA:17513|VHOG:0000469,BFO:0000050 some UBERON:0001151|UBERON:0001978|UBERON:0004119
0005225,upper leg epithelium,An epithelium that is part of a hindlimb stylopod [Automatically generated definition].,EHDAA2:0002131|EMAPA:17500|VHOG:0001041,BFO:0000050 some UBERON:0000376|RO:0002202 some UBERON:0003371|UBERON:0010371
0005226,pedal digit epithelium,An epithelium that is part of a toe [Automatically generated definition].,EMAPA:32946|VHOG:0001031,BFO:0000050 some UBERON:0001466|RO:0002202 some UBERON:0003248|UBERON:0000490|UBERON:0010371
0005227,manual digit epithelium,An epithelium that is part of a finger [Automatically generated definition].,EHDAA2:0000406|EMAPA:32647|VHOG:0001032,BFO:0000050 some UBERON:0002389|RO:0002202 some UBERON:0010332|UBERON:0000490|UBERON:0010371
0005228,upper arm epithelium,An epithelium that is part of a forelimb stylopod [Automatically generated definition].,EHDAA2:0002113|EMAPA:17425|VHOG:0000990,BFO:0000050 some UBERON:0003822|RO:0002202 some UBERON:0003372|UBERON:0010371
0005229,lower leg epithelium,An epithelium that is part of a lower leg [Automatically generated definition].,EHDAA2:0001031|EMAPA:17497|VHOG:0001050,BFO:0000050 some UBERON:0003823|RO:0002202 some UBERON:0003371|UBERON:0010371
0005233,medial-nasal process ectoderm,An ectoderm that is part of a medial nasal prominence [Automatically generated definition].,EHDAA2:0001078|EMAPA:16809|FMA:312675|VHOG:0000803,BFO:0000050 some UBERON:0004068|RO:0002202 some UBERON:0000076|UBERON:0000490|UBERON:0000924|UBERON:0014702
0005234,optic eminence ectoderm,An ectoderm that is part of a optic eminence [Automatically generated definition].,EHDAA:940|EMAPA:16539|RETIRED_EHDAA2:0001309|VHOG:0001105,BFO:0000050 some UBERON:0004348|UBERON:0000924
0005236,osseus labyrinth vestibule,"A small, oval, bony chamber of the labyrinth. The vestibule contains the utricle and saccule, organs which are part of the balancing apparatus of the ear.",BTO:0003382|CALOHA:TS-0479|EV:0100366|FMA:60183|GAID:881|MA:0001185|MESH:D014722|NCIT:C33873|UMLS:C0458718|VHOG:0001220|XAO:0000199,BFO:0000050 some UBERON:0001839|RO:0002433 some UBERON:0001846|UBERON:0000064|UBERON:0004121|UBERON:0010314
0005243,interventricular septum endocardium,An endocardium that is part of a interventricular septum [Automatically generated definition].,EHDAA2:0000886|EHDAA2:0000887|FMA:83584|VHOG:0000615,BFO:0000050 some UBERON:0002094|UBERON:0002165
0005245,lobar bronchus of right lung caudal lobe,A lobar bronchus that is part of a lower lobe of right lung [Automatically generated definition].,EHDAA2:0001744|EMAPA:17987|VHOG:0000250,BFO:0000050 some UBERON:0002171|UBERON:0003404
0005248,bulbus cordis myocardium,A myocardium that is part of a bulbus cordis [Automatically generated definition].,EMAPA:36488|VHOG:0000609,BFO:0000050 some UBERON:0004706|UBERON:0002349
0005249,metanephric renal pelvis,A renal pelvis that is part of a metanephros.,VHOG:0000945,BFO:0000050 some UBERON:0000081|UBERON:0001224|UBERON:0004120
0005250,stomatodeum gland,A gland that is part of a stomodeum.,VHOG:0000658,BFO:0000050 some UBERON:0000930|CARO:0000000|UBERON:0002530
0005251,yolk sac cavity,An anatomical cavity that is part of a yolk sac [Automatically generated definition].,EMAPA:16055|FMA:63942|VHOG:0000843,BFO:0000050 some UBERON:0001040|RO:0002572 some UBERON:0001040|UBERON:0002553|UBERON:0007473|UBERON:0012466
0005252,lesser sac cavity,An anatomical cavity that is part of a lesser sac [Automatically generated definition].,EHDAA2:0004558|EMAPA:18461|FMA:9702|VHOG:0000827,BFO:0000050 some UBERON:0001341|CARO:0000000|RO:0002202 some UBERON:0005450|RO:0002572 some UBERON:0001341|UBERON:0002553
0005253,head mesenchyme,"Portion of primordial embryonic connective tissue of the developing head, consisting of mesenchymal cells supported in interlaminar jelly, that derive mostly from the mesoderm and contribute to head connective tissue, bone and musculature in conjunction with cranial neural crest cells.",EFO:0003492|EHDAA2:0000732|EHDAA:179|EMAPA:16098|EMAPA_RETIRED:16269|FMA:76622|TAO:0000113|VHOG:0000332|ZFA:0000113,BFO:0000050 some UBERON:0000033|BFO:0000050 some UBERON:0009142|UBERON:0003104|UBERON:0005291
0005254,upper leg mesenchyme,Mesenchyme that is part of a developing hindlimb stylopod [Automatically generated definition].,EHDAA2:0002132|EMAPA:17501|VHOG:0000506,BFO:0000050 some UBERON:0000376|UBERON:0003860
0005255,pedal digit mesenchyme,Mesenchyme that is part of a developing toe [Automatically generated definition].,EMAPA:32947|VHOG:0000463,BFO:0000050 some UBERON:0001466|RO:0002202 some UBERON:0003328|UBERON:0003860|UBERON:0004120|UBERON:0010702
0005256,trunk mesenchyme,Mesenchyme that is part of a developing trunk.,EFO:0003485|EHDAA2:0002092|EHDAA:377|EMAPA:16177|TAO:0000081|VHOG:0000281|ZFA:0000081,BFO:0000050 some UBERON:0000922|BFO:0000050 some UBERON:0002100|BFO:0000050 some UBERON:0009142|UBERON:0003104|UBERON:0005291
0005257,manual digit mesenchyme,Mesenchyme that is part of a developing finger [Automatically generated definition].,EHDAA2:0000407|EMAPA:32645|VHOG:0001416,BFO:0000050 some UBERON:0002389|RO:0002202 some UBERON:0009523|UBERON:0003859|UBERON:0004120|UBERON:0010702
0005258,upper arm mesenchyme,Mesenchyme that is part of a developing forelimb stylopod [Automatically generated definition].,EHDAA2:0002114|EMAPA:17426|VHOG:0000505,BFO:0000050 some UBERON:0003822|UBERON:0003859
0005259,lower leg mesenchyme,Mesenchyme that is part of a developing lower leg [Automatically generated definition].,EHDAA2:0001032|EMAPA:17498|VHOG:0000752,BFO:0000050 some UBERON:0003823|UBERON:0003860
0005261,atrium cardiac jelly,A cardiac jelly that is part of an atrium [Automatically generated definition].,EMAPA:16343|EMAPA:16814|EMAPA:16821|VHOG:0000941,BFO:0000050 some UBERON:0002081|UBERON:0003906
0005262,ventricle cardiac jelly,A cardiac jelly that is part of a ventricle [Automatically generated definition].,VHOG:0000943,BFO:0000050 some UBERON:0002082|UBERON:0003906
0005263,outflow tract cardiac jelly,A cardiac jelly that is part of a outflow tract [Automatically generated definition].,EHDAA2:0001354|EMAPA:16347|VHOG:0000940,BFO:0000050 some UBERON:0004145|UBERON:0003906
0005268,renal cortex artery,An artery that supplies the renal cortex.,EMAPA:28147|MA:0002582,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0001225|RO:0002178 some UBERON:0001225|RO:0002433 some UBERON:0001225|UBERON:0001637|UBERON:0003644
0005269,renal cortex vein,"Artery that receives blood from the renal cortex[MP, modified].",EMAPA:28152|MA:0002592,BFO:0000050 some RO:0002577|BFO:0000050 some UBERON:0001225|RO:0002179 some UBERON:0001225|RO:0002433 some UBERON:0001225|UBERON:0013126|UBERON:0014401
0005270,renal cortex interstitium,"A compartment of the renal cortex situated between basement membranes of epithelia and vessels that contains two contiguous cellular networks in mutual contact, one formed by interstitial fibroblasts, the other by dendritic cells.",EMAPA:28136|MA:0002608,BFO:0000050 some UBERON:0001225|BFO:0000050 some UBERON:0005215|BFO:0000051 some CL:0000057|BFO:0000051 some CL:0000451|UBERON:0005215
0005271,juxtamedullary cortex,The part of the renal cortex nearest to the medulla.,EMAPA:37623|FMA:74288|KUPO:0001008|MA:0001648,BFO:0000050 some UBERON:0001225|CARO:0000000|UBERON:0000064
0005272,peritubular capillary,"The tiny blood vessels that receive blood from the efferent arterioles of the glomerulus, and interact with superficial cortical nephrons allowing reabsorption and secretion between blood and the inner lumen of the nephron; peritubular capillaries are situated around the tubule and are at low pressure.",EMAPA:36558|MA:0002588,BFO:0000050 some RO:0002577|RO:0002170 some UBERON:0004640|RO:0002216 some GO:0070293|UBERON:0003527
0005273,nail bed,Region of skin beneath the nail plate[WP].,EMAPA:35581|EV:0100158|MA:0002706|VHOG:0001362,BFO:0000050 some UBERON:0001705|BFO:0000050 some UBERON:0004105|RO:0002220 some UBERON:0008198|RO:0002433 some UBERON:0001705|UBERON:0005275
0005276,dorsal skin of finger,A dorsal skin of digit that is part of a manual digit.,FMA:38320|FMA:60346,BFO:0000050 some UBERON:0002389|UBERON:0003533|UBERON:0005275
0005277,dorsal skin of toe,A dorsal skin of digit that is part of a pedal digit.,FMA:37868|FMA:60523,BFO:0000050 some UBERON:0001466|UBERON:0003530|UBERON:0005275
0005278,nail bed of finger,A nail bed that is part of a manual digit.,FMA:60348,BFO:0000050 some UBERON:0002102|BFO:0000050 some UBERON:0002389|UBERON:0005273|UBERON:0005276
0005279,nail bed of toe,A nail bed that is part of a pedal digit.,FMA:60529,BFO:0000050 some UBERON:0001466|BFO:0000050 some UBERON:0002103|UBERON:0005273|UBERON:0005277
0005281,ventricular system of central nervous system,A set of structures containing cerebrospinal fluid in the brain. It is continuous with the central canal of the spinal cord[WP].,EFO:0003650|EHDAA2:0004362|EV:0100306|FMA:242675|MBA:73|TAO:0001261|ZFA:0001261|neuronames:2497,BFO:0000050 some UBERON:0001017|UBERON:0000467|UBERON:0004121
0005283,tela choroidea,"A structure found in the walls of the ventricles of the brain, consisting of part of the meninges (pia mater in mammals) plus ependyma[cjm].",FMA:242849|TAO:0000447|ZFA:0000447|neuronames:1378,BFO:0000050 some UBERON:0005358|CARO:0000000|RO:0002131 some UBERON:0001886|RO:0002131 some UBERON:0010743|UBERON:0004923
